collection,slug,url,category,suggestedRisk,declaredYmylRisk,returnsDoseOrTreatment,personalizedRecommendation,hasProfessionalReviewer,currentlyIndexable,currentlyRestricted,matchedTerms,reasons,recommendedAction
calcs,calculadora-poh-concentracion-oh,/calculadora-poh-concentracion-oh,ciencia,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""ciencia"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-poisson-goles-esperados-partido,/calculadora-poisson-goles-esperados-partido,deportes,medium,low,false,false,false,true,false,lesion,"Señales clínicas: lesion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-posparto-recuperacion,/calculadora-posparto-recuperacion,salud,medium,low,false,false,false,true,false,"medicacion; tratamiento; sintomas","Tratamiento/retorno deportivo: tratamiento; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-py,calculadora-preaviso-paraguay,/py/calculadora-preaviso-paraguay,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-presentismo-puntualidad,/calculadora-presentismo-puntualidad,finanzas,medium,low,false,false,false,true,false,"tratamiento; enfermedad","Tratamiento/retorno deportivo: tratamiento; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-presion-atmosferica-altitud-barometrica,/calculadora-presion-atmosferica-altitud-barometrica,ciencia,medium,low,false,false,false,true,false,"ibuprofeno; tratamiento; sintomas","Dosis/medicación: ibuprofeno; Tratamiento/retorno deportivo: tratamiento; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-presion-hidrostatica,/calculadora-presion-hidrostatica,ciencia,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""ciencia"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-presupuesto-viaje-madrid,/calculadora-presupuesto-viaje-madrid,viajes,medium,low,false,false,false,true,false,suplemento,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-prima-legal-colombia-30-dias-junio-diciembre,/co/calculadora-prima-legal-colombia-30-dias-junio-diciembre,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-prima-riesgo-trabajo-imss-siniestralidad,/mx/calculadora-prima-riesgo-trabajo-imss-siniestralidad,impuestos,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-probabilidad-binomial,/calculadora-probabilidad-binomial,matematica,medium,low,false,false,false,true,false,"medicamento; enfermedad","Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-producto-limpieza-rendimiento-m2,/calculadora-producto-limpieza-rendimiento-m2,vida,medium,low,false,false,false,true,false,"dosis; gotas","Dosis/medicación: dosis, gotas; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-proteina-diaria-fisicoculturismo-ganar-musculo,/calculadora-proteina-diaria-fisicoculturismo-ganar-musculo,salud,medium,low,false,false,false,true,false,"suplemento; enfermedad","Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-proteina-por-comida-absorcion,/calculadora-proteina-por-comida-absorcion,deportes,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-punto-de-rocio-dew-point-temperatura-humedad,/calculadora-punto-de-rocio-dew-point-temperatura-humedad,clima,medium,low,false,false,false,true,false,gotas,"Dosis/medicación: gotas; Fuera de contexto de salud (categoría ""clima"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-rate-hora-freelance-nivel,/calculadora-rate-hora-freelance-nivel,negocios,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ratio-liquidez-corriente-seco,/calculadora-ratio-liquidez-corriente-seco,negocios,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-recibo-nomina-percepciones-deducciones-mexico-2026,/mx/calculadora-recibo-nomina-percepciones-deducciones-mexico-2026,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-recoleccion-agua-lluvia-techo,/calculadora-recoleccion-agua-lluvia-techo,medio-ambiente,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""medio-ambiente"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-regla-de-tres-inversa,/calculadora-regla-de-tres-inversa,matematica,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""matematica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-regla-numero-dunbar-150-contactos-red,/calculadora-regla-numero-dunbar-150-contactos-red,vida,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pe,calculadora-renta-primera-categoria-alquiler-peru,/pe/calculadora-renta-primera-categoria-alquiler-peru,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-rentabilidad-fondo-inversion-colectiva-fic-colombia,/co/calculadora-rentabilidad-fondo-inversion-colectiva-fic-colombia,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-renting-leasing-compra-coche-espana-tco,/es/calculadora-renting-leasing-compra-coche-espana-tco,automotor,medium,low,false,false,false,true,false,suplemento,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-resarcimiento-accidente,/calculadora-resarcimiento-accidente,vida,medium,low,false,false,false,true,false,"tratamiento; rehabilitacion; lesion","Tratamiento/retorno deportivo: tratamiento, rehabilitacion; Señales clínicas: lesion; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-retefuente-colombia-2026-empleado-tabla,/co/calculadora-retefuente-colombia-2026-empleado-tabla,impuestos,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-revision-tecnomecanica-colombia-precio-multa,/co/calculadora-revision-tecnomecanica-colombia-precio-multa,automotor,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""automotor"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-revoque-cemento-cal-arena,/calculadora-revoque-cemento-cal-arena,construccion,medium,low,false,false,false,true,false,dosificacion,"Dosis/medicación: dosificacion; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-revoque-grueso-m3-m2,/calculadora-revoque-grueso-m3-m2,construccion,medium,low,false,false,false,true,false,dosificacion,"Dosis/medicación: dosificacion; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-rfc-cuota-resico-pf-mexico,/mx/calculadora-rfc-cuota-resico-pf-mexico,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-riego-automatico-programacion-minutos,/calculadora-riego-automatico-programacion-minutos,jardineria,medium,low,false,false,false,true,false,dosificacion,"Dosis/medicación: dosificacion; Fuera de contexto de salud (categoría ""jardineria"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ritmo-cardiaco-maximo-edad-formula,/calculadora-ritmo-cardiaco-maximo-edad-formula,salud,medium,low,false,false,false,true,false,"medicacion; rehabilitacion; sintomas; enfermedad","Tratamiento/retorno deportivo: rehabilitacion; Señales clínicas: sintomas, enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-rol-ira-401k-argentino-equivalente,/calculadora-rol-ira-401k-argentino-equivalente,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-salario-diario-integrado-sdi-mexico,/mx/calculadora-salario-diario-integrado-sdi-mexico,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-salario-minimo-2026-comparativa,/calculadora-salario-minimo-2026-comparativa,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-py,calculadora-salario-neto-paraguay,/py/calculadora-salario-neto-paraguay,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-screen-time-adultos-fatiga-visual-pausas,/calculadora-screen-time-adultos-fatiga-visual-pausas,salud,medium,low,false,false,false,true,false,"diagnostico; sintomas","Tratamiento/retorno deportivo: diagnostico; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sellos-compra-inmueble-caba-pba,/calculadora-sellos-compra-inmueble-caba-pba,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-semanas-embarazo,/calculadora-semanas-embarazo,salud,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-share-of-voice-marketing,/calculadora-share-of-voice-marketing,marketing,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""marketing"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-spf-proteccion-solar-minutos-piel,/calculadora-spf-proteccion-solar-minutos-piel,salud,medium,low,false,false,false,true,false,"dosis; tratamiento; sintomas","Dosis/medicación: dosis; Tratamiento/retorno deportivo: tratamiento; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt-pt,calculadora-subsidio-desemprego-portugal,/pt-pt/calculadora-subsidio-desemprego-portugal,finanzas,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-subsidio-enfermedad-iess-ecuador,/ec/calculadora-subsidio-enfermedad-iess-ecuador,laboral,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""laboral"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pe,calculadora-subsidio-incapacidad-temporal-essalud-peru,/pe/calculadora-subsidio-incapacidad-temporal-essalud-peru,laboral,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""laboral"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-sueldo-bruto-desde-neto-mexico-2026,/mx/calculadora-sueldo-bruto-desde-neto-mexico-2026,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sueldo-docente-ademys-caba-antiguedad,/calculadora-sueldo-docente-ademys-caba-antiguedad,negocios,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sueldo-empleada-domestica-horas-retiro,/calculadora-sueldo-empleada-domestica-horas-retiro,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sueldo-empleados-comercio-cct-130-75,/calculadora-sueldo-empleados-comercio-cct-130-75,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sueldo-medico-residente-hospital-publico,/calculadora-sueldo-medico-residente-hospital-publico,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-sueldo-neto-mexico,/mx/calculadora-sueldo-neto-mexico,finanzas,medium,low,false,false,false,true,false,"tratamiento; enfermedad","Tratamiento/retorno deportivo: tratamiento; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sueldo-policia-federal-grado-antiguedad,/calculadora-sueldo-policia-federal-grado-antiguedad,finanzas,medium,low,false,false,false,true,false,suplemento,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-sueldo-smata-mecanico-automotor-basico,/calculadora-sueldo-smata-mecanico-automotor-basico,finanzas,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tamano-cucha-perro-medidas,/calculadora-tamano-cucha-perro-medidas,mascotas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tasa-abandono-carrito-ecommerce,/calculadora-tasa-abandono-carrito-ecommerce,negocios,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""negocios"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-tasa-basura-municipios-espana-anual,/es/calculadora-tasa-basura-municipios-espana-anual,vida,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-tasa-interes-mora-colombia-tarjeta-credito-2026,/co/calculadora-tasa-interes-mora-colombia-tarjeta-credito-2026,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tasa-rebote-benchmark-sitio-web,/calculadora-tasa-rebote-benchmark-sitio-web,marketing,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""marketing"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-temperatura-acuario-especie,/calculadora-temperatura-acuario-especie,mascotas,medium,low,false,false,false,true,false,"medicacion; tratamiento","Tratamiento/retorno deportivo: tratamiento; Dosis/medicación veterinaria (categoría mascotas); Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-temperatura-interna-carne-punto-coccion,/calculadora-temperatura-interna-carne-punto-coccion,cocina,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-test-embarazo-cuando,/calculadora-test-embarazo-cuando,salud,medium,low,false,false,false,true,false,"medicacion; tratamiento","Tratamiento/retorno deportivo: tratamiento; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-test-lenguaje-amor,/calculadora-test-lenguaje-amor,vida,medium,low,false,false,false,true,false,"diagnostico; enfermedad","Tratamiento/retorno deportivo: diagnostico; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-test-prenatal-no-invasivo-nipt-precio-arg,/calculadora-test-prenatal-no-invasivo-nipt-precio-arg,salud,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tiempo-calidad-hijos-padres-madres-minutos,/calculadora-tiempo-calidad-hijos-padres-madres-minutos,vida,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tiempo-digestion-alimentos-estomago,/calculadora-tiempo-digestion-alimentos-estomago,salud,medium,low,false,false,false,true,false,"tratamiento; diagnostico; sintomas","Tratamiento/retorno deportivo: tratamiento, diagnostico; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tiempo-estudio-examen-dificultad-paginas,/calculadora-tiempo-estudio-examen-dificultad-paginas,educacion,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-tiempo-superar-ruptura-relacion-meses,/calculadora-tiempo-superar-ruptura-relacion-meses,vida,medium,low,false,false,false,true,false,"medicacion; diagnostico; sintomas","Tratamiento/retorno deportivo: diagnostico; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-titulos-tes-colombia-rendimiento-vencimiento,/co/calculadora-titulos-tes-colombia-rendimiento-vencimiento,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-top-10-goleadores-historico-mundial-fifa,/calculadora-top-10-goleadores-historico-mundial-fifa,deportes,medium,low,false,false,false,true,false,lesion,"Señales clínicas: lesion; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-tope-deducciones-personales-2026-mexico,/mx/calculadora-tope-deducciones-personales-2026-mexico,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-transferencia-archivo-red-lan-tiempo,/calculadora-transferencia-archivo-red-lan-tiempo,tecnologia,medium,low,false,false,false,true,false,comprimidos,"Dosis/medicación: comprimidos; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-do,calculadora-traspaso-vehiculo-republica-dominicana,/do/calculadora-traspaso-vehiculo-republica-dominicana,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-trimestre-embarazo,/calculadora-trimestre-embarazo,salud,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-umbral-lactato-estimado,/calculadora-umbral-lactato-estimado,deportes,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ups-autonomia-potencia-carga,/calculadora-ups-autonomia-potencia-carga,electronica,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""electronica"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-upwork-freelancer-comision-neta-argentina,/calculadora-upwork-freelancer-comision-neta-argentina,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-utilidades-ecuador,/ec/calculadora-utilidades-ecuador,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-vacaciones-argentina,/calculadora-vacaciones-argentina,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-vacaciones-dias-antiguedad-mexico,/mx/calculadora-vacaciones-dias-antiguedad-mexico,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-vacaciones-ecuador,/ec/calculadora-vacaciones-ecuador,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-vacaciones-mexico-2024-reforma-12-dias-incremento,/mx/calculadora-vacaciones-mexico-2024-reforma-12-dias-incremento,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-do,calculadora-vacaciones-republica-dominicana,/do/calculadora-vacaciones-republica-dominicana,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pe,calculadora-vacaciones-truncas-peru,/pe/calculadora-vacaciones-truncas-peru,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-vacuna-fiebre-amarilla-cuanto-antes,/calculadora-vacuna-fiebre-amarilla-cuanto-antes,viajes,medium,low,false,false,false,true,false,"dosis; enfermedad","Dosis/medicación: dosis; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""viajes"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-vacunas-faltantes-bebe-edad-meses,/calculadora-vacunas-faltantes-bebe-edad-meses,familia,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
