prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
3,MARGINAL,finanzas,rental-guarantee-insurance-monthly-cost,rental guarantee insurance cost as deposit alternative,Costo mensual del seguro de garantia/caucion como alternativa al depósito,seguro de caucion alquiler cost english | rental bond insurance monthly cost,"Concepto de nicho (más fuerte en ES-AR); en EN la demanda es modesta y algo ambigua, pero SERP sin agregador dominante"
3,MARGINAL,finanzas,savings-goal-monthly-amount-calculator,how much to save monthly to reach a goal calculator,Cuánto ahorrar por mes para llegar a una meta financiera,monthly savings needed for target amount | savings goal monthly contribution calculator,nerdwallet/bankrate/calculator.net tienen savings goal; el long-tail 'monthly amount to reach goal' deja algo de espacio pero es apretado
3,MARGINAL,finanzas,simple-interest-vs-compound-comparison,simple vs compound interest side by side calculator,Comparar interés simple vs compuesto lado a lado,compare simple and compound interest same amount | simple vs compound interest difference calculator,"'simple interest calculator' es head, pero el comparativo side-by-side tiene menos calc dedicado; competencia media-alta"
3,MARGINAL,finanzas,tir-van-inversion,irr and npv calculator for investment project,Calcular TIR (IRR) y VAN (NPV) de un proyecto de inversión,calculate irr npv initial outlay cash flows | internal rate of return npv calculator,"'irr calculator'/'npv calculator' tienen calculator.net/omni, pero el combinado con decision-table deja algo de espacio; competencia media"
3,MARGINAL,finanzas,total-employment-cost-with-taxes,true cost of hiring employee calculator with payroll taxes,Costo total de contratar: salario + cargas + beneficios,total employer cost of employee calculator | real cost to hire employee salary plus taxes,"Angulo B2B especifico; compiten algunos payroll SaaS (gusto, quickbooks) pero sin calc dedicado dominante; ganable con esfuerzo"
3,MARGINAL,matematica,binomial-probability-calculator,binomial probability P(X=k) calculator with n trials and p,Compute exact P(X=k) for n Bernoulli trials with success prob p,exact binomial probability calculator P(X=k) | binomial distribution mean and variance calculator,"'binomial probability calculator' head is stat.psu/calculator.net/omnicalculator territory, but the exact-P(X=k) worked-step angle with mean/variance has a modest gap. Modest demand."
3,MARGINAL,matematica,combinations-n-choose-k,n choose k combinations calculator with steps,"Compute C(n,k) and see the n!/(k!(n-k)!) steps","C(n,k) calculator n factorial formula | how many ways to choose k from n calculator",'combinations calculator' head lo tienen calculator.net/omni; el ángulo 'n choose k con pasos' es más específico y ganable con esfuerzo. Keyword actual vacío.
3,MARGINAL,matematica,conversion-degrees-radians-gradians,degrees to radians converter with gradians,"Convert between degrees, radians and gradians",convert degrees radians gradians table | gradians to degrees calculator,"'degrees to radians' solo es head (rapidtables/calculator.net), pero agregar gradians (grados centesimales) es un long-tail de nicho con menos competencia fuerte. Keyword actual ('celsius to fahrenheit') es nonsense tota"
3,MARGINAL,matematica,conversion-gallons-to-liters-us-uk,convert gallons to liters us vs uk gallon,Convert gallons to liters distinguishing US vs UK gallon,us gallon to liters converter exact | uk imperial gallon to liters,'gallons to liters' head lo tiene rapidtables/calculator.net; el disambiguation US-vs-UK gallon exacto es un long-tail donde hay gap. Keyword actual ('canadian to us dollar') es nonsense.
3,MARGINAL,matematica,geometric-progression-sum-term,geometric progression nth term and partial sum calculator,nth term + partial sum of a geometric progression,sum of geometric series calculator with steps | gp nth term calculator a r n,'sum of geometric series' (669) es tail moderado; omnicalculator/symbolab presentes pero no absolutos. Con pasos + nth term hay gap ganable con esfuerzo.
3,MARGINAL,matematica,inches-to-cm-screen-converter,tv screen size inches to cm converter,Convert TV/monitor/phone diagonal inches to cm,monitor size inches to cm | phone screen inches to centimeters,"'cm to inches' (195k) es head imposible, pero el keyword actual apunta a ese head (mismatch). El ángulo REAL 'tv/monitor screen size inches to cm' es un long-tail electronics con gap. Marginal por tamaño."
3,MARGINAL,matematica,logarithm-base-any-number,log base calculator any base with steps,Compute log_b(x) for arbitrary base b,log base 2 3 5 calculator | logarithm change of base calculator,"'log calculator' head lo tiene calculator.net/symbolab, pero 'log any base with steps'/change-of-base es long-tail educativo ganable con esfuerzo. Keyword actual vacío."
3,MARGINAL,matematica,simple-linear-regression-least-squares,linear regression calculator slope intercept and r squared,"Compute slope, intercept and R² via least squares",least squares regression calculator from x y data | simple linear regression slope and intercept,'linear regression calculator' (403) es tail; socscistatistics/graphpad presentes pero no DR80 aggregators. El paste-XY + slope/intercept/R² es ganable con esfuerzo.
3,MARGINAL,matematica,triangle-area-herons-formula,triangle area with 3 sides heron's formula,Calcular el área de un triángulo a partir de sus 3 lados con la fórmula de Herón,area of triangle given three sides | heron's formula calculator,"El head 'triangle area calculator' lo domina calculator.net, pero la variante específica '3 sides / Heron' tiene menos agregadores full-featured y intent claro. Con esfuerzo es pescable en la cola."
3,MARGINAL,medio-ambiente,energy-efficient-appliance-savings,energy star appliance savings calculator kwh,Ahorro en kWh y dólares al cambiar a electrodomésticos ENERGY STAR,energy efficient appliance payback calculator | how much do energy star appliances save per year,El k 'energy efficient home improvement credit' es query de IRS/tax mismatch. La intención de ahorro-kWh tiene competencia de energy.gov/ENERGY STAR pero espacio para calc específico.
3,MARGINAL,medio-ambiente,natural-light-energy-savings,natural light vs artificial light energy savings calculator,Ahorro en kWh/dólares usando luz natural vs artificial,how much can natural lighting save on electricity | daylighting energy savings calculator,'natural light beer' (k) es puro brand mismatch. Intent de ahorro es específico pero demanda difusa; ganable con paciencia.
3,MARGINAL,negocios,freelance-hourly-rate-calculator,freelance hourly rate calculator from target income,"Calcular tarifa horaria freelance desde ingreso objetivo, gastos y horas facturables",how to calculate my freelance hourly rate | freelancer rate calculator with expenses,"Demanda decente pero compiten sitios freelance (Bonsai, HoneyBook, calculator.net). Ganable con enfoque en 'target income + expenses' específico."
3,MARGINAL,negocios,side-hustle-tax-savings-calculator,side hustle self employment tax calculator usa,Calcular impuesto de autoempleo + federal sobre ingreso de side hustle en USA,how much tax do I pay on side hustle income | 1099 side income tax estimator,'side hustle jobs' (k) es mismatch de intención (búsqueda de empleo). La versión tax es YMYL y competida (NerdWallet/TurboTax) pero la long-tail específica es pescable.
3,MARGINAL,salud,a1c-to-average-glucose,a1c to average glucose conversion calculator,Convertir A1c (%) a glucosa promedio estimada (mg/dL),a1c to eag mg/dl calculator | what is my estimated average glucose from a1c,Conversión médica específica; compite ADA/diabetes.org pero es una conversión puntual con calc claro. Ganable en cola con esfuerzo de trust.
3,MARGINAL,salud,blood-alcohol-bac-widmark,blood alcohol content calculator by weight and drinks,"Calcular BAC por bebida, peso y tiempo (fórmula Widmark)",bac calculator widmark formula | how drunk am I calculator weight time,"'blood alcohol level chart' (k) es tabla-intent, no la calc por peso/tiempo. BAC es competido (calculator apps, .gov) pero la long-tail 'by weight and drinks' es pescable con esfuerzo."
3,MARGINAL,salud,bmr-mifflin-st-jeor-calculator,mifflin st jeor bmr calculator,Calcular BMR con la ecuación Mifflin-St Jeor + TDEE,mifflin st jeor equation calculator | bmr tdee mifflin formula,"9k vol, fórmula nombrada específica; menos saturada que 'BMR' pero omnicalculator/calculator.net rankean. Ganable sólo con buen info-gain y tiempo."
3,MARGINAL,salud,body-fat-calculator,us navy body fat calculator tape measure,Calcular % de grasa corporal método US Navy con cinta métrica,navy method body fat percentage calculator | body fat from waist neck height,'body fat calculator' head lo gana calculator.net; pero la variante 'US Navy method / tape measure' es más específica y pescable en cola. Marginal.
3,MARGINAL,salud,cafeina-dosis-segura-diaria-peso,safe daily caffeine limit by body weight,Cuánta cafeína puedo tomar por día según mi peso corporal (FDA 6 mg/kg),how much caffeine per day for my weight | caffeine mg per kg body weight calculator,Cafeína/día es competido (EFSA/Mayo/Healthline) pero el ángulo 'by body weight / mg per kg' es específico y raro entre agregadores. Duplica con 515 (daily-caffeine) — riesgo de canibalización interna; consolidar.
3,MARGINAL,salud,child-height-prediction,child adult height predictor mid-parental formula,Qué altura tendrá mi hijo de adulto (fórmula mid-parental Tanner),how tall will my child be calculator | Tanner mid-parental height prediction,'how tall will my child be' tiene tail defendible; el nombre de la fórmula (mid-parental/Tanner) escapa a los grandes. Pero omnicalculator/healthline ya rankean el head. Ganable solo por el ángulo de fórmula.
3,MARGINAL,salud,daily-protein-intake-by-goal-calculator,protein intake calculator by goal grams per pound,Cuánta proteína por día según peso y objetivo (deficit/mantener/músculo),how much protein per day to build muscle | daily protein g/lb by weight and goal,"'daily protein requirements' (v626) es competido (bodybuilding.com, healthline, examine). El ángulo por-objetivo + g/lb tiene demanda fitness pero SERP densa. Marginal, no head."
3,MARGINAL,salud,daily-water-intake-exercise-climate,water intake calculator for exercise and climate,Agua por día ajustada por ejercicio y clima (IOM + ACSM),how much water when exercising in heat | daily fluid needs sweat rate climate adjustment,El ángulo ejercicio+clima (ACSM sweat) es el ÚNICO de los 3 duplicados de agua con gap real vs el head. Elegir ESTE como canónico del cluster agua y 301 los otros dos hacia acá.
3,MARGINAL,salud,glycemic-index-load-food-portion,glycemic load calculator formula,Calcular la carga glucémica de un alimento (GI×carbs÷100),how to calculate glycemic load | glycemic load of foods per serving,'glycemic index chart' (v1794) head lo tienen harvard/healthline. Pero 'glycemic LOAD calculator' (la fórmula GI×carbs÷100) es más específico y calculable. Marginal + duplica 540 → consolidar.
3,MARGINAL,salud,healthy-snacks-150-300-calories,how many calories should a snack be,Cuántas calorías debe tener cada snack según mi TDEE,healthy 150-300 calorie snacks list | snack calorie target by tdee,"k 'healthy snacks for adults' (v2095) es intención de LISTA de recetas (dominada por food blogs/EatingWell), no calculador. El ángulo 'cuántas calorías por snack según TDEE' es más ganable pero menor volumen. Retargetear"
3,MARGINAL,salud,hemoglobin-a1c-diabetes-calculator,a1c to average glucose conversion calculator,Convertir HbA1c a glucosa promedio estimada (eAG),hba1c to eag mg/dl calculator | convert a1c to estimated average glucose,k 'a1c chart for diabetes' (v2274) head lo tiene ADA/CDC. Pero la CONVERSIÓN A1c→eAG (fórmula NGSP) es un calculador específico con menos competencia de herramienta. Retargetear a la conversión; marginal por YMYL.
3,MARGINAL,salud,ideal-weight-for-women,ideal weight for women by height chart,Mujer quiere su peso ideal según su altura con tabla,healthy weight for women by height | ideal body weight for a woman calculator,"El head 'ideal body weight calculator' lo domina calculator.net; el ángulo 'for women by height + chart' tiene demanda y SERP con más blogs, pero sigue compitiendo con agregadores de salud fuertes."
3,MARGINAL,salud,iron-ferritin-anemia,ferritin and hemoglobin levels chart normal low anemia,Interpretar ferritina+hemoglobina para saber si hay anemia,is my ferritin low calculator | ferritin level iron deficiency chart,"Tema YMYL con healthline/mayoclinic presentes, pero el combo ferritina+hemoglobina con veredicto es más de nicho; ganable con esfuerzo y buena tabla de referencia."
3,MARGINAL,salud,lean-body-mass-calculator,lean body mass calculator Boer formula,Calcular masa magra con fórmula Boer + % grasa,LBM calculator with body fat percentage | lean body mass kg from weight and height,"'nagano lean body tonic' es un producto suplemento, mismatch total. 'lean body mass calculator' lo tiene calculator.net; el ángulo por fórmula Boer es marginal."
3,MARGINAL,salud,macros-cutting-bulking-calculator,macro calculator for cutting and bulking,Macros para déficit (cutting) o superávit (bulking),cutting macros calculator | bulking macros calculator grams,"Nicho fitness pero saturado: legionathletics/muscleandstrength y calculadoras fitness fuertes lo cubren. Marginal, no imposible."
3,MARGINAL,salud,macros-iifym-flexible,IIFYM macro calculator flexible dieting,Macros bajo el enfoque IIFYM/flexible,if it fits your macros calculator | IIFYM 30 30 40 calculator,IIFYM ya tiene iifym.com y muchas calc fitness posicionadas; nicho definido pero competido. Marginal.
3,MARGINAL,salud,maximum-heart-rate-by-age,maximum heart rate by age Tanaka formula,Frecuencia cardíaca máxima por edad con fórmula Tanaka,max heart rate calculator Tanaka 208 0.7 age | max heart rate by age chart,"El head lo cubren muchos (garmin, healthline, omnicalc). El ángulo 'Tanaka formula' es más específico pero volumen chico. Marginal."
3,MARGINAL,salud,peso-ideal-ninos,how much should a child weigh by age chart,Peso saludable de un niño según edad/sexo con tabla OMS,healthy weight for child by age and sex | child weight percentile by age WHO,"'peso ideal por estatura' es keyword ES en calc EN, mismatch de idioma. El intent 'how much should a child weigh by age' compite con cdc/healthychildren pero admite tail con tabla. Marginal."
3,MARGINAL,salud,postpartum-depression-screening,Edinburgh postnatal depression scale EPDS test online,Hacer el test EPDS de depresión posparto online,EPDS 10 question postpartum depression screen | postpartum depression self test EPDS,"'what is postpartum depression' es informacional, mismatch con la herramienta de test. EPDS interactivo es nicho pero YMYL sensible con postpartumdepression.org/acog presentes. Marginal."
3,MARGINAL,salud,ring-size-finger,ring size from finger circumference mm to US UK EU,Convertir circunferencia del dedo (mm) a talla US/UK/EU,convert mm to ring size chart | how to measure ring size calculator,"'ring size chart' lo dominan joyerías grandes (blue nile, james allen). El ángulo conversión mm→talla es más de herramienta pero muy competido comercial. Marginal. (mal categorizada: no es salud)."
3,MARGINAL,salud,spf-sun-protection-minutes-skin-type,how long does SPF protect you by skin type calculator,Cuántos minutos protege el SPF según tu tipo de piel,SPF protection time calculator | sunscreen protection minutes by Fitzpatrick type,"'ilia super serum skin tint spf 40' es producto de marca, mismatch total. Verificado: nicho con blogs y un theglowinsider; omnicalculator cubre la variante 'amount' no la de 'time by skin type'. Marginal ganable."
3,MARGINAL,salud,subcutaneous-visceral-fat-difference,subcutaneous vs visceral fat calculator,Distinguir grasa visceral vs subcutánea del total,how much of my body fat is visceral | visceral vs subcutaneous fat percentage,'subcutaneous fat' (k) es informacional. La diferencia visceral/subcutánea la cubren healthline/medicalnewstoday; el ángulo calc es más de nicho pero YMYL competido. Marginal.
3,MARGINAL,salud,triglyceride-levels-normal-high,normal triglyceride levels chart by age mg/dL,Interpretar un resultado de triglicéridos (normal/alto) contra rangos de referencia,is 150 triglycerides high | borderline high triglycerides levels chart,"Interpretación de resultado de laboratorio con chart es un ángulo específico, pero healthline/mayoclinic/medlineplus rankean fuerte para 'triglyceride levels'; ganable solo con la variante 'chart by age'."
3,MARGINAL,salud,vegan-diet-macros,vegan macro calculator for building muscle,Calcular macros veganos orientados a ganar músculo,vegan bulking macros calculator | plant based macros for muscle gain,"'vegan macro calculator' lo pelean omnicalculator y apps de fitness; el ángulo 'building muscle / bulking' vegano es más nicho y ganable con esfuerzo. Volumen alto reportado es del head, no del long-tail."
3,MARGINAL,salud,vitamin-d-dosage-daily-sun-exposure-age,how many minutes of sun for vitamin d by skin type,Cuántos minutos de sol / qué dosis IU de vitamina D según piel y edad,sun exposure minutes for vitamin d by age | vitamin d IU dose calculator by skin type,"'vitamin d benefits/calculator' lo tiene omnicalculator; verifiqué la SERP: el ángulo 'sun minutes by skin type' lo pelean calculadoras de nicho (vitamindcalculator, sunvitd) — ganable con esfuerzo, no head. 'k' actual e"
3,MARGINAL,salud,waist-to-hip-ratio-cardiovascular-health,waist to hip ratio calculator cardiovascular risk,Calcular WHR y ver el riesgo cardiovascular según categorías WHO,whr calculator WHO risk categories | waist hip ratio health risk chart,'waist to hip ratio calculator' lo tienen omnicalculator/calculator.net; el ángulo riesgo cardiovascular WHO da algo de diferenciación pero sigue competido. 'k' actual apunta a waist-to-HEIGHT (mismatch de fórmula).
3,MARGINAL,tecnologia,aws-ec2-monthly-cost-calculator,aws ec2 monthly cost calculator by instance type,Estimar el costo mensual de una instancia EC2,estimate ec2 instance monthly price | ec2 hourly to monthly cost,AWS tiene su propia calculadora oficial (dominante) y hay varios clones; ganable solo con foco en 'monthly by instance type' y buena UX. Sin keyword actual.
3,MARGINAL,tecnologia,claude-gemini-tokens-pricing-comparison,claude vs gemini api token cost calculator,"Comparar el costo de API por tokens entre Claude, Gemini y GPT",compare claude gemini gpt api pricing per token | monthly llm api cost claude vs gemini,"Verifiqué la SERP: muchas herramientas dedicadas (techsy, aipricing.guru, langcopilot) compiten, sin monopolio DR80+ pero espacio saturado y con churn de precios. Ganable con esfuerzo y datos actualizados. 'k' actual ('c"
3,MARGINAL,tecnologia,file-download-time,file download time calculator by internet speed,Cuánto tarda en descargar un archivo según tamaño y velocidad,how long to download a file calculator | download time by file size and mbps,"Semi-head con competidores establecidos (calculator.net, download-time.com) pero SERP no totalmente cerrada; ganable con tabla y ángulo específico. 'k' actual ('open file download') es nonsense navegacional."
3,MARGINAL,tecnologia,page-load-time-core-web-vitals,core web vitals pass fail checker lcp cls,Verificar si LCP/FID/CLS pasan los umbrales de Core Web Vitals de Google,does my page pass core web vitals | lcp fid cls threshold checker,"'execute sql on page load' es nonsense total. El intent CWV compite con PageSpeed Insights/web.dev (Google propio) que monopoliza; solo ganable como tabla de umbrales de referencia, no como test en vivo."
3,MARGINAL,tecnologia,recommended-ram-by-use-case,how much ram do i need for gaming and editing,"Cuanta RAM necesito segun el uso (browsing, gaming, edicion, ML)",how much ram do i need 2026 | recommended ram by use case,'how much ram do i need' tiene mucho contenido de Crucial/Kingston/tech-media (guias fuertes) mas que calculadoras. Ganable solo con angulo comparativo por caso de uso; competencia editorial dura. k vacio.
3,MARGINAL,tecnologia,ups-backup-runtime,ups runtime calculator va load watts,Estimar minutos de autonomia de un UPS segun VA y carga en watts,how long will my ups last calculator | ups battery backup time by watts,'ups battery backup' (1463) es generico de producto. SERP crowded con CyberPower/Eaton/Tripp Lite (marcas fuertes) + varios calc sites. Ganable solo con esfuerzo y tabla de referencia; techo medio-duro.
3,MARGINAL,tecnologia,wifi-optimal-channels-24-5-ghz,best wifi channel for 2.4 ghz and 5 ghz,Elegir el mejor canal WiFi en 2.4/5 GHz para reducir interferencia,optimal wifi channel selector | which wifi channel is best 2.4ghz,"Intent especifico pero es mas guia que calculadora, y compite con contenido de Netgear/Intel/router brands + apps de analyzer. Ganable marginal con formato guia. k vacio."
4,MARGINAL,MARGINAL,tdee-mifflin-st-jeor,TDEE calculator Mifflin-St Jeor formula,Calcular TDEE con la fórmula Mifflin-St Jeor,Mifflin St Jeor TDEE calculator | daily calorie needs Mifflin St Jeor,Casi head; el modificador de fórmula ayuda algo pero sigue siendo el turf de calculator.net/omnicalc. Marginal-bajo; solapa con tdee-calorie-calculator (candidato a consolidar). (category=salud)
4,MARGINAL,automotor,speed-conversion-kmh-mph-knots,km/h to mph to knots converter,"Convert speed between km/h, mph, knots and m/s",convert kmh mph knots and m/s | speed unit converter knots included,'kmh to mph' is a head converter owned by Google's inline widget + calculator.net. Adding knots/m-s helps marginally but conversion is saturated; low priority.
4,MARGINAL,automotor,tire-pressure-psi-bar-conversion,tire pressure psi to bar to kpa converter,"Convert tire pressure between PSI, bar and kPa",convert tire pressure psi bar kpa | psi to bar tire pressure conversion,"Unit conversion, mostly served by Google widget and converter aggregators. Tire-context specificity gives a slight edge but low ceiling. Current 'tire pressure gauge' is a product mismatch."
4,MARGINAL,ciencia,kinetic-energy-ec,kinetic energy calculator ½mv²,Calculate kinetic energy from mass and velocity,kinetic energy from mass and velocity calculator | calculate kinetic energy in joules,Very common physics term (4.2k vol) heavily covered by omni/calculatorsoup/calculator.net. 'what is kinetic energy' is informational. Winnable only on narrow value long-tails; lower priority.
4,MARGINAL,cocina,keto-macros-deficit-complete,keto macros calculator fat protein carbs,"Obtener gramos de grasa, proteína y carbos para keto desde calorías objetivo",keto macro breakdown from calories | ketosis macros calculator grams,"'keto macros calculator' es un vertical saturado y semi-YMYL con competidores dedicados fuertes (ruled.me, perfectketo, calculator.net). Difícil para dominio nuevo. Marginal solo con ángulo muy específico."
4,MARGINAL,cocina,recipe-scaling-calculator,recipe scaling calculator double halve,Escalar cualquier receta a otra cantidad de porciones,scale recipe up or down calculator | recipe multiplier calculator servings,'recipe scaling/multiplier calculator' está cubierto por sitios de recetas grandes y algunos agregadores. Genérico-ish; gap escaso. Marginal.
4,MARGINAL,cocina,rice-portions-per-person-side-dish,how much rice per person as a side dish,Cuánto arroz por persona específicamente como guarnición,rice side dish portion grams per person | 60g rice per person side,"Long-tail válido pero casi seguro canibaliza con rice-grams-per-person (índice 78), que es más amplio. Consolidar o diferenciar por 'side dish'. Marginal por solapamiento interno, no por SERP."
4,MARGINAL,construccion,caldera-potencia-kw-ambiente-metros,boiler kw needed per room calculator,kW de caldera por ambiente según orientación/superficie,how many kw boiler per room by orientation | heating power kw per room calculator,Duplica intent de boiler-kw-m2-heating (canibalización interna); merece consolidar. Ganable solo si se diferencia por 'per room / orientation'.
4,MARGINAL,construccion,electricidad-cable-amperaje-seccion,what wire gauge do i need based on amperage and distance,Sección de cable por amperaje y distancia (voltage drop),wire gauge by amps and cable run length | electrical wire size calculator voltage drop,Duplica electrical-cable-gauge-amperage-distance (canibalización interna EN); consolidar. Mismo intent ganable pero redundante.
4,MARGINAL,construccion,paint-coverage-liters-per-square-meter,how much paint do i need per square meter calculator,Litros de pintura por m² según manos,paint coverage liters per m2 by coats | wall paint quantity calculator area and coats,'paint calculator' / 'paint coverage calculator' es semi-genérico con agregadores; ganable solo con 'per square meter + coats' y tabla de rendimiento.
4,MARGINAL,construccion,paint-liters-m2-coats,how many liters of paint by m2 and coats,Litros/galones de pintura por m² y número de manos,paint liters calculator by area and number of coats | how much paint for two coats calculator,Duplica paint-coverage-liters-per-square-meter (canibalización EN); consolidar. Mismo perfil marginal.
4,MARGINAL,construccion,tile-boxes-coverage-calculator,how many boxes of tile do i need by coverage,Cuántas cajas de cerámica por cobertura y desperdicio,tile boxes calculator area and waste | boxes of tile per m2 calculator,Duplica ceramic-tiles-m2-boxes (canibalización interna); consolidar hacia el slug con más señal. Mismo intent ganable.
4,MARGINAL,deportes,pace-objetivo-maraton-tiempo,marathon pace needed for goal time,Required marathon pace by goal time (duplicate of sibling),pace per km to finish marathon in time | required marathon pace calculator,Near-duplicate of marathon-pace-goal-time-split-kilometer; cannibalization risk. Consolidate rather than double-target. Winnable concept but should not compete with its own sibling.
4,MARGINAL,deportes,padel-ranking-puntos-apt-aap-subir,padel ranking points needed to move up a category,Points needed to advance a padel category (AAP/APT),how many points to go up a padel category | padel category advancement points,"Verified genuine gap (no direct EN calculator exists), but AAP/APT is Spanish/LATAM system so English demand is thin and the concept fits ES better. Marginal in EN."
4,MARGINAL,deportes,swolf-swimming-index,swolf score calculator,Compute SWOLF swim efficiency (time + strokes),swolf calculator 25m pool | what is a good swolf score,"Verified: SERP is already crowded with dedicated SWOLF tools (dincalculator, miniwebtool, swimpacecalculator, 25sport). Winnable only with sustained effort and a distinct angle (e.g. good-score benchmark). Marginal."
4,MARGINAL,educacion,flashcards-daily-goal-retention,how many flashcard reviews per day to hit my goal,Cuántas revisiones de flashcards por día para cumplir la meta,daily flashcard goal calculator | srs reviews per day calculator,"Intent válido pero canibaliza con la calc de Anki (172) que es más fuerte por marca. Duplicado interno; marginal, mejor consolidar."
4,MARGINAL,educacion,graduation-timeline-calculator,how long will it take me to graduate calculator,Cuándo me graduaré según cursos restantes por semestre,semesters left to graduate calculator | when will i graduate calculator,"Intent específico pero demanda incierta y SERP con herramientas universitarias/asesores. Ganable con esfuerzo, prioridad baja."
4,MARGINAL,educacion,memorization-spaced-repetition-anki-cards-dia,daily anki cards for spaced repetition calculator,Cuántas cartas Anki por día para repetición espaciada,how many anki cards per day spaced repetition | spaced repetition daily card load calculator,"k 'spaced repetition' es head-ish de concepto (gana wikipedia/gwern). Como calc, canibaliza con 172 (Anki new cards) que es más fuerte. Consolidar; marginal."
4,MARGINAL,educacion,scholarship-minimum-gpa-requirement,minimum gpa required for a scholarship calculator,Ver si el GPA cumple el mínimo para una beca,do i meet the scholarship gpa requirement | scholarship gpa eligibility calculator,"Modificador 'scholarship' saca del head GPA, pero sigue tocando cálculo de GPA (gana rogerhub/calculator.net). Ángulo elegibilidad es específico pero demanda difusa. Marginal."
4,MARGINAL,educacion,speed-reading-progress-improvement,how many weeks to reach my target reading speed,Semanas de práctica para alcanzar la velocidad de lectura objetivo,speed reading improvement timeline calculator | weeks to improve reading wpm calculator,"k 'reading speed test' es mismatch (intent de test, no de progreso). El intent real de timeline canibaliza con 188/196 y tiene demanda incierta. Marginal."
4,MARGINAL,familia,fetal-weight-percentile-by-week,estimated fetal weight percentile by week calculator,Estimate fetal weight percentile by gestational week (Hadlock),hadlock fetal weight calculator | efw percentile by gestational week,Specific clinical intent but YMYL; perinatology.com/medical calculators own it and volume is low (44). MARGINAL at best
4,MARGINAL,familia,pregnancy-weeks-by-ultrasound-crl,gestational age from crl ultrasound calculator,Compute gestational age from crown-rump length measurement,crl to weeks calculator | pregnancy weeks from crown rump length,Specific clinical intent (less contested than 'due date') but YMYL and low-ish; perinatology/medcalc tools present. 'trimesters broken down' target is mismatch
4,MARGINAL,familia,pregnancy-weight-gain-bmi,pregnancy weight gain by bmi calculator iom,Expected pregnancy weight gain range by pre-pregnancy BMI (IOM),how much weight to gain pregnant by bmi | recommended pregnancy weight gain calculator,'pregnancy weight gain calculator' target is correct but semi-head YMYL owned by healthline/perinatology; the BMI/IOM specificity keeps it only MARGINAL
4,MARGINAL,familia,recommended-sleep-hours-by-age,recommended sleep hours by age chart kids,AASM/AAP recommended sleep hours by age,how much sleep does a child need by age | aasm sleep hours by age calculator,"Informational, low vol (71); SERP owned by sleepfoundation/CDC/AAP. Chart calculator is a marginal differentiator only"
4,MARGINAL,finanzas,bond-modified-duration,bond modified duration calculator with ytm and coupon,Calcular la duracion modificada de un bono (sensibilidad de precio a tasas),modified duration price sensitivity calculator | calculate bond duration from ytm years coupon,"Concepto academico/finanzas cuantitativas. SERP tiene omnicalculator y wallstreetmojo pero tambien contenido educativo; intent es especifico (no head). Ganable con esfuerzo, demanda EN chica (estudiantes/CFA). currentTar"
4,MARGINAL,finanzas,bond-present-value-zero-coupon,zero coupon bond price calculator with ytm,Calcular el valor presente (precio) de un bono cupon cero,present value of zero coupon bond calculator | zero coupon bond current price from face value,Long-tail educativo especifico. Compite con omnicalculator/wallstreetmojo pero el intent es preciso y hay lugar para tabla+ejemplo. Demanda EN modesta (estudiantes finanzas). currentTarget 'zero bond' es demasiado corto/
4,MARGINAL,finanzas,car-deregistration-scrapping,cost to deregister a car for scrapping,Calcular costo de dar de baja un auto para desguace/chatarra,deregister scrapped vehicle fee | stop paying registration on junk car cost,Intent transaccional especifico pero con fuerte variacion por pais/estado (el calc parece AR-flavored). SERP US = DMV/junk-car buyers. Ganable como contenido de costos si se aclara jurisdiccion; ambiguedad de pais lo baj
4,MARGINAL,finanzas,cft-personal-loan-calculator,total loan cost calculator with fees and taxes,Calcular el CFT/costo financiero total de un prestamo personal,true cost of personal loan apr calculator | loan cost including insurance and monthly fees,CFT es termino AR pero el concepto (costo total del prestamo con fees/IVA) tiene equivalente EN. Compite con nerdwallet/bankrate 'true cost of loan' — dificil. Marginal solo re-targeteando al angulo 'all fees included'. 
4,MARGINAL,finanzas,child-support-percentage-salary,child support percentage of income by number of children,Estimar cuota alimentaria segun salario y numero de hijos,how much child support based on salary | child support estimate from paycheck percentage,"YMYL legal — SERP US = sitios estatales de child support + abogados (nolo, custodyxchange). No agregadores de calculadoras, asi que hay hueco, pero es YMYL sensible y varia por estado. currentTarget 'child support login'"
4,MARGINAL,finanzas,credit-card-payoff-time-calculator,months to pay off credit card balance calculator,Calcular meses para saldar la tarjeta segun saldo/APR/pago,credit card payoff time calculator with apr | how long to pay off credit card debt,Cercano a head payoff (bankrate/calculator.net) pero el framing 'time/months' es long-tail. Marginal. Ademas casi duplica al 279. currentTarget 'chase credit card login' navegacional — mismatch.
4,MARGINAL,finanzas,emergency-fund-calculator-months-expenses,how many months emergency fund do i need calculator,Calcular monto objetivo de fondo de emergencia (3-6 meses de gastos),emergency fund calculator 3 to 6 months expenses | emergency savings target by monthly expenses,SERP tiene nerdwallet/fidelity/bankrate (DR90) pero el long-tail 'how many months' con calculadora tiene algo de hueco. Marginal. currentTarget 'american emergency fund' es un programa/marca distinto — mismatch.
