URL,Slug,Titulo,H1,Categoria,Template,Keyword aparente,Intencion,Canonical,Indexable,En sitemap,Enlaces internos,Familia tematica,Posible duplicado,Accion recomendada,Prioridad
/calculadora-heladas-fecha-primera-ultima-zona,calculadora-heladas-fecha-primera-ultima-zona,Fecha de primera y última helada por zona | Hacé Cuentas,Calculadora de fecha de primera y última helada por zona,jardineria,CalcLayoutV2 ([...slug].astro),fecha helada argentina,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-hidroponia-nutrientes-ec-ppm,calculadora-hidroponia-nutrientes-ec-ppm,Calculadora Nutrientes hidroponía EC/ppm 2026 | Hacé Cuentas,Nutrientes hidroponía EC/ppm,jardineria,CalcLayoutV2 ([...slug].astro),calculadora nutrientes hidroponía ec/ppm 2026,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-lombriz-compostera-cantidad-necesaria,calculadora-lombriz-compostera-cantidad-necesaria,¿Cuántas lombrices necesito para mi compostera? Calculadora + tabla | Hacé Cuentas,¿Cuántas lombrices necesito para mi compostera?,jardineria,CalcLayoutV2 ([...slug].astro),cuántas lombrices necesito compostera,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-luz-solar-horas-planta,calculadora-luz-solar-horas-planta,Calculadora Horas de sol por planta 2026 | Hacé Cuentas,Horas de sol por planta,jardineria,CalcLayoutV2 ([...slug].astro),luz solar horas planta,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-mulching-espesor-cantidad,calculadora-mulching-espesor-cantidad,Cuánto mulch necesito por m²: calculadora + tabla | Hacé Cuentas,Calculadora de mulching: m³ y kg según superficie y espesor,jardineria,CalcLayoutV2 ([...slug].astro),cuánto mulch necesito,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-ph-suelo-correccion-calcio,calculadora-ph-suelo-correccion-calcio,Calculadora pH suelo — dosis cal agrícola 2026,pH suelo — dosis cal agrícola,jardineria,CalcLayoutV2 ([...slug].astro),ph suelo correccion calcio,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-poda-frecuencia-arbol-especie,calculadora-poda-frecuencia-arbol-especie,Frecuencia de poda según especie de árbol | Hacé Cuentas,Calculadora de frecuencia de poda según especie de árbol,jardineria,CalcLayoutV2 ([...slug].astro),poda árboles frecuencia,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-podar-rosal-cuando-fecha,calculadora-podar-rosal-cuando-fecha,Calculadora ¿Cuándo podar rosal? 2026 — Gratis,¿Cuándo podar rosal?,jardineria,CalcLayoutV2 ([...slug].astro),podar rosal cuando fecha,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-sustrato-mezcla-proporciones,calculadora-sustrato-mezcla-proporciones,Mezcla de sustrato: proporciones por tipo de planta + tabla | Hacé Cuentas,Calculadora de mezcla de sustrato: proporciones exactas por tipo de planta,jardineria,CalcLayoutV2 ([...slug].astro),mezcla sustrato proporciones,Herramienta,(self),Sí,Sí,0,otros-jardineria,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-calorias-perro-por-raza-edad,calculadora-calorias-perro-por-raza-edad,"Calorías diarias del perro por raza, edad y actividad 2026","Calorías diarias del perro según raza, edad y actividad",mascotas,CalcLayoutV2 ([...slug].astro),calorias perro,Herramienta,(self),Sí,Sí,14,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-vacunas-perro-calendario-cachorro,calculadora-vacunas-perro-calendario-cachorro,Calendario de Vacunas del Perro Cachorro 2026 | Hacé Cuentas,Calendario de vacunas del perro: cachorro y adulto,mascotas,CalcLayoutV2 ([...slug].astro),calendario vacunas perro,Herramienta,(self),Sí,No,7,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-golden-retriever,calculadora-peso-ideal-golden-retriever,Cuánto Debe Pesar un Golden Retriever — Tabla por Edad y Sexo,¿Cuánto debe pesar un Golden Retriever adulto?,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal golden retriever,Herramienta,(self),Sí,Sí,6,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-labrador-retriever,calculadora-peso-ideal-labrador-retriever,Cuánto Pesa un Labrador — Tabla de Peso por Edad,Peso ideal del Labrador adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal labrador retriever,Herramienta,(self),Sí,Sí,6,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-beagle,calculadora-peso-ideal-beagle,Cuánto Debe Pesar un Beagle Adulto — Tabla de Peso Ideal,Peso ideal del Beagle adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal beagle,Herramienta,(self),Sí,Sí,5,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-husky-siberiano,calculadora-peso-ideal-husky-siberiano,Tabla de Peso del Husky Siberiano — Ideal por Edad y Sexo,Peso ideal del Husky siberiano adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal husky siberiano,Herramienta,(self),Sí,Sí,5,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-pitbull,calculadora-peso-ideal-pitbull,Cuánto Pesa un Pitbull por Edad — Tabla cachorro y adulto,Peso ideal del Pitbull adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal pitbull (american pit bull terrier),Herramienta,(self),Sí,Sí,5,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-rottweiler,calculadora-peso-ideal-rottweiler,Peso del Rottweiler por Edad: cachorro y adulto — Tabla,Peso ideal del Rottweiler adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal rottweiler,Herramienta,(self),Sí,Sí,5,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-bulldog-frances,calculadora-peso-ideal-bulldog-frances,Peso Ideal del Bulldog Francés — Tabla por Edad y Sexo,Peso ideal del Bulldog francés adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal bulldog francés,Herramienta,(self),Sí,Sí,4,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-bulldog-ingles,calculadora-peso-ideal-bulldog-ingles,Cuánto Pesa un Bulldog Inglés — Tabla por Edad y Sexo,Peso ideal del Bulldog inglés adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal bulldog inglés,Herramienta,(self),Sí,Sí,4,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-yorkshire-terrier,calculadora-peso-ideal-yorkshire-terrier,Cuánto Debe Pesar un Yorkshire — Tabla por Edad y Sexo,Peso ideal del Yorkshire adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal yorkshire terrier,Herramienta,(self),Sí,Sí,4,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-boxer,calculadora-peso-ideal-boxer,Cuánto Pesa un Boxer Adulto — Peso Ideal por Sexo,Peso ideal del Boxer adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal boxer,Herramienta,(self),Sí,Sí,3,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-dachshund-salchicha,calculadora-peso-ideal-dachshund-salchicha,Peso Ideal Dachshund Salchicha 2026 — Tabla Gratis,Peso ideal del Salchicha adulto,mascotas,CalcLayoutV2 ([...slug].astro),peso ideal dachshund (salchicha),Herramienta,(self),Sí,Sí,3,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-gato-raza,calculadora-peso-ideal-gato-raza,Calculadora de Peso Ideal del Gato por Raza 2026,"Peso ideal del gato según raza, sexo y contextura",mascotas,CalcLayoutV2 ([...slug].astro),peso ideal gato,Herramienta,(self),Sí,Sí,3,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-peso-ideal-pastor-aleman,calculadora-peso-ideal-pastor-aleman,¿Cuánto debe pesar un Pastor Alemán? Calculadora + tabla | Hacé Cuentas,¿Cuánto debe pesar un Pastor Alemán? Calculadora de peso ideal,mascotas,CalcLayoutV2 ([...slug].astro),cuanto debe pesar un pastor alemán,Herramienta,(self),Sí,Sí,3,otros-mascotas,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-dosis-antiparasitario-perro-gato-peso,calculadora-dosis-antiparasitario-perro-gato-peso,Calculadora de dosis antiparasitario para perro y gato,Calculadora de dosis antiparasitario para perro y gato,mascotas,CalcLayoutV2 ([...slug].astro),dosis antiparasitario perro,Herramienta,(self),No (noindex),No,0,otros-mascotas,—,Restringida (noindex) — no promover,Baja
/calculadora-dosis-antipulgas-peso-mascota,calculadora-dosis-antipulgas-peso-mascota,Dosis Antipulgas según Peso de Mascota | Hacé Cuentas,Calculadora de dosis antipulgas según el peso de tu mascota,mascotas,CalcLayoutV2 ([...slug].astro),dosis antipulgas perro peso,Herramienta,(self),No (noindex),No,0,otros-mascotas,—,Restringida (noindex) — no promover,Baja
/calculadora-dosis-medicamento-mascota-por-peso,calculadora-dosis-medicamento-mascota-por-peso,Calculadora de Dosis para Mascota por Peso 2026,Dosis de medicamento por peso de mascota,mascotas,CalcLayoutV2 ([...slug].astro),dosis medicamento perro,Herramienta,(self),No (noindex),No,0,otros-mascotas,—,Restringida (noindex) — no promover,Baja
/calculadora-vacunas-gato-calendario-gatito,calculadora-vacunas-gato-calendario-gatito,Calendario de Vacunas del Gato y Gatito 2026 | Hacé Cuentas,Calendario de vacunas del gato: gatito y adulto,mascotas,CalcLayoutV2 ([...slug].astro),calendario vacunas gato,Herramienta,(self),Sí,Sí,0,otros-mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-vacunas-perro-calendario,calculadora-vacunas-perro-calendario,Calendario de Vacunas para Perros Argentina 2026,Calendario de Vacunas para Perros en Argentina,mascotas,CalcLayoutV2 ([...slug].astro),vacunas perro calendario,Herramienta,(self),Sí,Sí,0,otros-mascotas,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-vacaciones-bariloche-presupuesto-7-dias-familia,calculadora-vacaciones-bariloche-presupuesto-7-dias-familia,Cuánto cuesta Bariloche 7 días en familia 2026 + tabla | Hacé Cuentas,Cuánto cuesta Bariloche 7 días en familia (presupuesto 2026),viajes,CalcLayoutV2 ([...slug].astro),cuanto cuesta bariloche 7 dias familia,Herramienta,(self),Sí,Sí,8,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-visa-usa-costo-tiempo-pasaporte,calculadora-visa-usa-costo-tiempo-pasaporte,"Precio Visa USA 2026 — costo B1/B2, tiempos y pasos","Visa USA: costo, tiempo y requisitos",viajes,CalcLayoutV2 ([...slug].astro),visa usa costo,Herramienta,(self),Sí,Sí,8,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-presupuesto-diario-mochilero-ciudad,calculadora-presupuesto-diario-mochilero-ciudad,¿Cuánto gasta un mochilero por día? Calculadora por ciudad + tabla | Hacé Cuentas,Calculadora de presupuesto diario mochilero por ciudad,viajes,CalcLayoutV2 ([...slug].astro),cuanto gasta un mochilero por dia,Herramienta,(self),Sí,Sí,8,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-pasaporte-renovacion-costo-tiempo,calculadora-pasaporte-renovacion-costo-tiempo,Renovacion Pasaporte 2026 — Costo y Tiempo Gratis,Renovación de pasaporte: costo y tiempo,viajes,CalcLayoutV2 ([...slug].astro),renovar pasaporte costo,Herramienta,(self),Sí,Sí,7,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-valor-millas-punto-centavos,calculadora-valor-millas-punto-centavos,Calcular valor de millas en centavos (CPM) + tabla de referencia | Hacé Cuentas,Calculadora de valor de millas en centavos (CPM),viajes,CalcLayoutV2 ([...slug].astro),valor millas centavos,Herramienta,(self),Sí,Sí,7,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-check-in-anticipo-horas-aeropuerto,calculadora-check-in-anticipo-horas-aeropuerto,¿Cuánto antes llegar al aeropuerto? 2026 | Hacé Cuentas,¿Cuánto antes llegar al aeropuerto?,viajes,CalcLayoutV2 ([...slug].astro),cuanto antes llegar aeropuerto 2026,Herramienta,(self),Sí,Sí,6,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-millas-american-aa-destino,calculadora-millas-american-aa-destino,Millas American Airlines AAdvantage por destino 2026,Millas American Airlines AAdvantage por destino,viajes,CalcLayoutV2 ([...slug].astro),millas american airlines,Herramienta,(self),Sí,Sí,6,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-millas-latam-destino,calculadora-millas-latam-destino,Simulador de Millas LATAM 2026 — LATAM Pass por destino,Millas LATAM LATAM Pass por destino,viajes,CalcLayoutV2 ([...slug].astro),millas latam,Herramienta,(self),Sí,Sí,4,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-millas-avianca-lifemiles,calculadora-millas-avianca-lifemiles,Calculadora de Millas Avianca 2026 — LifeMiles,Millas Avianca LifeMiles por destino,viajes,CalcLayoutV2 ([...slug].astro),millas avianca,Herramienta,(self),Sí,Sí,3,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-vacunas-obligatorias-destino-viaje,calculadora-vacunas-obligatorias-destino-viaje,Vacunas obligatorias por país 2026 | Hacé Cuentas,Vacunas obligatorias por país de destino 2026,viajes,CalcLayoutV2 ([...slug].astro),vacunas viaje,Herramienta,(self),Sí,Sí,3,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-visa-china-turista-costo,calculadora-visa-china-turista-costo,"Precio Visa China 2026: costo, plazos y requisitos (L)","Visa China Turista (L): costo, tiempo y requisitos",viajes,CalcLayoutV2 ([...slug].astro),visa china turista,Herramienta,(self),Sí,Sí,3,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-visa-schengen-europa-requisitos,calculadora-visa-schengen-europa-requisitos,¿Necesito visa para Europa? Schengen y ETIAS 2026 | Hacé Cuentas,"¿Necesito visa para Europa? Schengen, ETIAS y costos 2026",viajes,CalcLayoutV2 ([...slug].astro),necesito visa para europa,Herramienta,(self),Sí,Sí,3,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-escala-suficiente-tiempo,calculadora-escala-suficiente-tiempo,¿Mi escala tiene tiempo suficiente? 2026 | Hacé Cuentas,¿Mi escala tiene tiempo suficiente?,viajes,CalcLayoutV2 ([...slug].astro),escala tiempo suficiente,Herramienta,(self),Sí,Sí,2,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-esta-usa-requisitos,calculadora-esta-usa-requisitos,"ESTA USA 2026: Requisitos, Costo y Países Elegibles | Hacé Cuentas","ESTA USA 2026: requisitos, costo y países elegibles",viajes,CalcLayoutV2 ([...slug].astro),esta usa,Herramienta,(self),Sí,Sí,2,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-eta-canada-requisitos,calculadora-eta-canada-requisitos,Calculadora ETA Canadá 2026 — Requisitos y Costo Gratis,"ETA Canadá: requisitos, costo y pasaporte",viajes,CalcLayoutV2 ([...slug].astro),eta canada,Herramienta,(self),Sí,Sí,2,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-puntos-amex-membership-rewards,calculadora-puntos-amex-membership-rewards,Calculadora de Puntos Amex Membership Rewards 2026,Puntos Amex Membership Rewards: valor y transferencias,viajes,CalcLayoutV2 ([...slug].astro),amex membership rewards,Herramienta,(self),Sí,Sí,2,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-traslado-aeropuerto-ciudad-tiempo,calculadora-traslado-aeropuerto-ciudad-tiempo,Calculadora de Traslado Aeropuerto-Ciudad 2026,Tiempo de traslado aeropuerto a ciudad,viajes,CalcLayoutV2 ([...slug].astro),traslado aeropuerto ciudad,Herramienta,(self),Sí,Sí,2,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-vacuna-fiebre-amarilla-cuanto-antes,calculadora-vacuna-fiebre-amarilla-cuanto-antes,Vacuna Fiebre Amarilla Cuánto Antes 2026 Online,Fiebre amarilla: ¿cuánto antes aplicarme?,viajes,CalcLayoutV2 ([...slug].astro),fiebre amarilla antes viaje,Herramienta,(self),Sí,Sí,2,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-millas-united-mileageplus,calculadora-millas-united-mileageplus,Calculadora de Millas United 2026 — MileagePlus,Millas United MileagePlus por destino,viajes,CalcLayoutV2 ([...slug].astro),millas united,Herramienta,(self),Sí,Sí,1,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-visa-japon-argentino,calculadora-visa-japon-argentino,Visa Japón Argentinos y Latinos 2026 — Calculá Gratis,"Visa Japón: ¿necesito, cuánto cuesta?",viajes,CalcLayoutV2 ([...slug].astro),visa japon argentino,Herramienta,(self),Sí,Sí,1,otros-viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-adaptador-enchufe-voltaje-pais,calculadora-adaptador-enchufe-voltaje-pais,¿Que Adaptador de Enchufe Necesitas? 2026 | Hacé Cuentas,¿Que Adaptador de Enchufe Necesitas?,viajes,CalcLayoutV2 ([...slug].astro),adaptador enchufe viaje,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-emigrar-espana-presupuesto-primer-ano-familia,calculadora-emigrar-espana-presupuesto-primer-ano-familia,¿Cuánto cuesta emigrar a España? Calculadora 2026 + tabla | Hacé Cuentas,¿Cuánto cuesta emigrar a España con familia? Calculadora 2026,viajes,CalcLayoutV2 ([...slug].astro),cuánto cuesta emigrar a España,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-esqui-pase-cerro-catedral-bariloche-precio-dia,calculadora-esqui-pase-cerro-catedral-bariloche-precio-dia,Pase Cerro Catedral Bariloche 2026: precio por día según temporada,Precio del pase de esquí Cerro Catedral,viajes,CalcLayoutV2 ([...slug].astro),pase cerro catedral bariloche precio,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-millas-delta-skymiles,calculadora-millas-delta-skymiles,Cuántas millas Delta necesito: calculadora + tabla | Hacé Cuentas,Cuántas millas Delta SkyMiles necesito por destino,viajes,CalcLayoutV2 ([...slug].astro),cuantas millas delta necesito,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-upgrade-clase-avion-costo,calculadora-upgrade-clase-avion-costo,¿Vale la pena el upgrade a Business o First? Calculadora + tabla | Hacé Cuentas,¿Vale la pena el upgrade a Business o First Class? Calculadora de costo por hora,viajes,CalcLayoutV2 ([...slug].astro),vale la pena el upgrade a business,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-visa-brasil-ciudadano-argentino,calculadora-visa-brasil-ciudadano-argentino,¿Necesito visa para ir a Brasil siendo argentino? 2026 | Hacé Cuentas,¿Necesito visa para ir a Brasil siendo argentino?,viajes,CalcLayoutV2 ([...slug].astro),visa brasil argentinos,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/conversor-dolar-euro-pesos-argentinos,conversor-dolar-euro-pesos-argentinos,"Conversor de monedas con dólar blue, MEP y tarjeta","Conversor de monedas con dólar blue, MEP y tarjeta",viajes,CalcLayoutV2 ([...slug].astro),conversor dolar euro real,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-costo-roaming-datos-exterior,calculadora-costo-roaming-datos-exterior,Calculadora de Costo de Roaming Internacional 2026,Calculadora de Costo de Roaming Internacional,viajes,CalcLayoutV2 ([...slug].astro),roaming exterior costo,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-diferencia-horaria-ciudades-paises,calculadora-diferencia-horaria-ciudades-paises,Calculadora de Diferencia Horaria entre Ciudades 2026,Calculadora de Diferencia Horaria entre Ciudades,viajes,CalcLayoutV2 ([...slug].astro),diferencia horaria entre ciudades,Herramienta,(self),Sí,Sí,0,otros-viajes,jetlag-huso,"Posible dup cluster ""jetlag-huso"" — evaluar canonical o mejor enlazado",Alta
/calculadora-emigrar-espana-presupuesto-inicial-6meses,calculadora-emigrar-espana-presupuesto-inicial-6meses,Presupuesto para Emigrar a España 2026 — Gratis | Hacé Cuentas,Presupuesto para Emigrar a España 2026,viajes,CalcLayoutV2 ([...slug].astro),calculadora emigrar españa 2026,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-impuesto-pais-pasaje-avion-internacional,calculadora-impuesto-pais-pasaje-avion-internacional,Calculadora Impuesto PAIS pasaje 2026 — Gratis,Impuesto PAIS pasaje,viajes,CalcLayoutV2 ([...slug].astro),impuesto pais pasaje avion internacional,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-jet-lag-zonas-horarias-adaptacion-dias,calculadora-jet-lag-zonas-horarias-adaptacion-dias,Jet lag: cuántos días tarda tu cuerpo en adaptarse | Hacé Cuentas,Jet lag: cuántos días tarda tu cuerpo en adaptarse,viajes,CalcLayoutV2 ([...slug].astro),calculadora jet lag,Herramienta,(self),Sí,No,0,otros-viajes,jetlag-huso,"Posible dup cluster ""jetlag-huso"" — evaluar canonical o mejor enlazado",Alta
/calculadora-jet-lag-recuperacion,calculadora-jet-lag-recuperacion,Calculadora Jet Lag 2026 — Días de Recuperación,Calculadora de jet lag — días de recuperación,viajes,CalcLayoutV2 ([...slug].astro),calculadora jet lag,Herramienta,(self),Sí,Sí,0,otros-viajes,jetlag-huso,"Posible dup cluster ""jetlag-huso"" — evaluar canonical o mejor enlazado",Alta
/calculadora-millaje-frecuente-aerolineas-argentinas-programas,calculadora-millaje-frecuente-aerolineas-argentinas-programas,Calculadora Millas aerolíneas AR 2026 — Gratis,Millas aerolíneas AR,viajes,CalcLayoutV2 ([...slug].astro),millaje frecuente aerolineas argentinas programas,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-pasaje-aereo-millas-vs-pesos-canjear,calculadora-pasaje-aereo-millas-vs-pesos-canjear,Calculadora Millas vs pesos canje 2026 — Gratis,Millas vs pesos canje,viajes,CalcLayoutV2 ([...slug].astro),calculadora millas vs pesos canje 2026,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-peso-mochila-ideal-trekking-senderismo,calculadora-peso-mochila-ideal-trekking-senderismo,Calculadora de Peso Ideal de Mochila para Trekking 2026,Calculadora de Peso Ideal de Mochila para Trekking,viajes,CalcLayoutV2 ([...slug].astro),peso mochila trekking,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-visa-turismo-paises-costo-tiempo,calculadora-visa-turismo-paises-costo-tiempo,Cuánto cuesta una visa de turismo: costos por país + tabla | Hacé Cuentas,Cuánto cuesta una visa de turismo: costo y tiempo por país,viajes,CalcLayoutV2 ([...slug].astro),cuanto cuesta una visa de turismo,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-working-holiday-australia-costo-ano,calculadora-working-holiday-australia-costo-ano,Calculadora Working Holiday Australia 2026 | Hacé Cuentas,Working Holiday Australia,viajes,CalcLayoutV2 ([...slug].astro),working holiday australia costo ano,Herramienta,(self),Sí,Sí,0,otros-viajes,—,HUÉRFANA — agregar enlaces internos (hub + relacionadas),Media
/calculadora-zona-horaria-diferencia-ciudades-convertir,calculadora-zona-horaria-diferencia-ciudades-convertir,Diferencia horaria entre ciudades: calculadora + tabla | Hacé Cuentas,Diferencia horaria entre ciudades: cuántas horas hay,viajes,CalcLayoutV2 ([...slug].astro),diferencia horaria entre ciudades,Herramienta,(self),Sí,Sí,0,otros-viajes,jetlag-huso,"Posible dup cluster ""jetlag-huso"" — evaluar canonical o mejor enlazado",Alta
/calculadora-costo-por-kilometro-auto,calculadora-costo-por-kilometro-auto,Cuánto Cobrar por KM Recorrido en Auto 2026 (Argentina),Calculadora Costo por Kilómetro de Auto,automotor,CalcLayoutV2 ([...slug].astro),costo por kilometro auto,Presupuesto / costo de viaje,(self),Sí,Sí,21,viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-consumo-nafta-litros-100km,calculadora-consumo-nafta-litros-100km,Calculadora Consumo de Nafta L/100km 2026 | Hacé Cuentas,Calculadora Consumo de Nafta L/100km,automotor,CalcLayoutV2 ([...slug].astro),consumo nafta litros 100km,Presupuesto / costo de viaje,(self),Sí,Sí,18,viajes,combustible-viaje,"Cluster ""combustible-viaje"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-autonomia-tanque-combustible,calculadora-autonomia-tanque-combustible,Calculadora Autonomía con Tanque de Combustible 2026,Calculadora Autonomía con Tanque de Combustible,automotor,CalcLayoutV2 ([...slug].astro),autonomia tanque lleno,Presupuesto / costo de viaje,(self),Sí,Sí,12,viajes,autonomia,"Cluster ""autonomia"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-emision-co2-auto-combustible,calculadora-emision-co2-auto-combustible,Calcular Emisiones de CO2 de tu Auto por Combustible,Calculadora Emisión de CO2 por Auto y Combustible,automotor,CalcLayoutV2 ([...slug].astro),emision co2 auto,Presupuesto / costo de viaje,(self),Sí,Sí,12,viajes,—,Mantener; reforzar enlace a maestra de su familia,Baja
/calculadora-comparar-nafta-vs-gnc-ahorro,calculadora-comparar-nafta-vs-gnc-ahorro,Calculadora Nafta vs GNC — Ahorro Real 2026 | Hacé Cuentas,Calculadora Nafta vs GNC — Ahorro Real,automotor,CalcLayoutV2 ([...slug].astro),nafta vs gnc ahorro,Presupuesto / costo de viaje,(self),Sí,Sí,11,viajes,gnc-nafta,"Cluster ""gnc-nafta"" — enlazar a la maestra, evaluar canonical",Alta
/calculadora-presupuesto-viaje-rio-janeiro,calculadora-presupuesto-viaje-rio-janeiro,Presupuesto Viaje Río de Janeiro 2026 Online Gratis,Presupuesto de viaje a Río de Janeiro,viajes,CalcLayoutV2 ([...slug].astro),presupuesto viaje río de janeiro,Presupuesto / costo de viaje,(self),Sí,Sí,11,viajes,presupuesto-viaje-destino,"Cluster ""presupuesto-viaje-destino"" — enlazar a la maestra, evaluar canonical",Alta
